cost,cuisine,link,location,name,promoted,rating,review_count,review_link
$    $,Greek,,Williamsburg,BZ grill - Brooklyn,,,,
$    $,Mediterranean,,Williamsburg,Kabob Shack,,,,
$    $    $,Indian,,Williamsburg,London Tandoori,,,,
$    $,Italian,,Williamsburg,La Locanda,,,,
$    $,Filipino,,Jackson Heights,Papa's Kitchen,,,,
$    $    $,Regional Mexican,,Lower East Side,Casa Mezcal,,4.5 stars out of 5,(174),https://www.opentable.com/r/casa-mezcal-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $    $,Japanese,,TriBeCa - Downtown,PRICELESS | Teruzushi,,4.9 stars out of 5,(24),https://www.opentable.com/r/priceless-teruzushi-new-york-1?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $    $,Peruvian,,TriBeCa - Downtown,PRICELESS | Kjolle,,4.6 stars out of 5,(10),https://www.opentable.com/r/priceless-kjolle-new-york-2?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Seafood,,Williamsburg,Rosarito Fish Shack,,4.1 stars out of 5,(144),https://www.opentable.com/rosarito-fish-shack?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,American,,Inwood (Manhattan),Indian Road Cafe,,4.1 stars out of 5,(118),https://www.opentable.com/r/indian-road-cafe-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $,Contemporary American,,Jersey City,Vu Restaurant @ Hyatt Jersey City,,3.6 stars out of 5,(571),https://www.opentable.com/vu-restaurant-at-hyatt-jersey-city?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Italian,,Little Italy,Sofia's of Little Italy,,3.9 stars out of 5,(353),https://www.opentable.com/sofias-of-little-italy?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Italian,,Williamsburg,Fabbrica,,4 stars out of 5,(103),https://www.opentable.com/fabbrica-brooklyn?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $,"Global, International",,TriBeCa - Downtown,87 food | drink,,3.6 stars out of 5,(13),https://www.opentable.com/r/87-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,French,,Williamsburg,La Cafette,,4.7 stars out of 5,(50),https://www.opentable.com/r/la-cafette-brooklyn?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Venezuelan,,Williamsburg,Caracas Arepa Bar Brooklyn,,4.6 stars out of 5,(8),https://www.opentable.com/r/caracas-arepa-bar-brooklyn?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,American,,Williamsburg,Fabiane's,,,(1),https://www.opentable.com/r/fabianes-brooklyn?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Indian,,TriBeCa - Downtown,Aahar Indian Cuisine,,4.3 stars out of 5,(7),https://www.opentable.com/r/aahar-indian-cuisine-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Contemporary American,,Jersey City,Hudson Grille - DoubleTree Hilton,,4 stars out of 5,(8),https://www.opentable.com/r/hudson-grille-doubletree-hilton-jersey-city?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Italian,,Battery Park,Parm Battery Park City,,4.2 stars out of 5,(290),https://www.opentable.com/parm-battery-park-city?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $    $,Japanese,,Chinatown,Juku Omakase,,,,
$    $,American,,Williamsburg,Wing Jawn,,,,
$    $    $,Contemporary American,,TriBeCa - Downtown,Spring Place,,4.4 stars out of 5,(4),https://www.opentable.com/r/spring-place-new-york-2?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Italian,,Little Italy,Capri Ristorante,,3.9 stars out of 5,(138),https://www.opentable.com/r/capri-ristorante-new-york-1?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Thai,,Woodside,Sripraphai,,,,
$    $    $    $,American,,TriBeCa - Downtown,PRICELESS | Spring Terrace,,3.8 stars out of 5,(2),https://www.opentable.com/r/spring-place-terrace-restaurant-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,American,,Williamsburg,The Hive,,,,
$    $,American,,Williamsburg,Matchless,,,,
$    $,French,,Lower East Side,Antibes Bistro,,4 stars out of 5,(351),https://www.opentable.com/antibes-bistro?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Seafood,,Lower East Side,Grey Lady,,4.1 stars out of 5,(89),https://www.opentable.com/grey-lady?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Mexican,,Greenpoint,Tres Toros Taqueria,,,,
$    $,Fusion / Eclectic,,TriBeCa - Downtown,Pepolino,,,,
$    $    $,French,,SoHo,La Mercerie,,,,
$    $,Italian,,Little Italy,Gelso and Grand,,4.2 stars out of 5,(17),https://www.opentable.com/gelso-and-grand?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Grill,,Jersey City,Trillos 15x Bar And Grille,,,,
$    $,Mexican,,Woodside,El Nuevo Izalco Restaurant,,,,
$    $,American,,TriBeCa - Downtown,Nancy Whiskey Pub,,,,
$    $,American,,Lower East Side,Milk And Honey,,,,
$    $,Japanese,,TriBeCa - Downtown,Tataki Japanese Resturant,,,,
$    $    $    $,Sushi,,Lower East Side,New York Sushi Ko,,4.7 stars out of 5,(21),https://www.opentable.com/r/new-york-sushi-ko-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $,Thai,,Williamsburg,Thaimee at McCarren,,4 stars out of 5,(5),https://www.opentable.com/r/thaimee-at-mccarren-brooklyn?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Italian,,Little Italy,Florio's Pizzeria,,,,
$    $,American,,Williamsburg,Park Luncheonette,,,,
$    $,Gastro Pub,,Williamsburg,Nita Nita,,,,
$    $,American,,Lower East Side,Round K,,,,
$    $    $    $,Chinese,,TriBeCa - Downtown,China Blue - NYC,,3.6 stars out of 5,(38),https://www.opentable.com/china-blue-nyc?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $    $,Chinese,,TriBeCa - Downtown,Royal Seafood Restaurant - NYC,,,,
$    $,American,,SoHo,Mr. Tod's Pie Factory,,,,
$    $,American,,Bronx,Mothers Cooking,,,,
$    $,Japanese,,Lower East Side,Soy Restaurant,,,,
$    $,Speakeasy,,Lower East Side,Better Days,,4.3 stars out of 5,(1),https://www.opentable.com/r/better-days-restaurant-new-york?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Bar / Lounge / Bottle Service,,Lower East Side,OMAR's / La Boîte,,,,
$    $,Italian,,Little Italy,Italian American Museum,,,,
$    $,American,,Lower East Side,Agua Clara Restaurant,,,,
$    $,Latin / Spanish,,Lower East Side,Empanada Mama - LES,,4.4 stars out of 5,(12),https://www.opentable.com/empanada-mama-les?corrid=6a941761-1be4-45ac-8520-d6fd36eb69ae#reviews
$    $,Tapas / Small Plates,,Bronx,Dkora Restaurant,,,,
$    $,Asian,,Greenpoint,Selamat Pagi,,,,
$    $,American,https://www.opentable.com/sarabeths-tribeca?avt=eyJ2IjoxLCJtIjoxLCJwIjoxfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248,TriBeCa - Downtown,Sarabeth's TriBeCa,Promoted,4.5 stars out of 5,(1972),https://www.opentable.com/sarabeths-tribeca?avt=eyJ2IjoxLCJtIjoxLCJwIjoxfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Contemporary American,,TriBeCa - Downtown,Atera,,4.9 stars out of 5,(796),https://www.opentable.com/atera?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,French,,TriBeCa - Downtown,The Odeon,,4.7 stars out of 5,(2183),https://www.opentable.com/the-odeon?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,Williamsburg,Meadowsweet,,4.7 stars out of 5,(894),https://www.opentable.com/meadowsweet?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Italian,https://www.opentable.com/scalini-fedeli-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjoxfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248,TriBeCa - Downtown,Scalini Fedeli,Promoted,4.8 stars out of 5,(2546),https://www.opentable.com/scalini-fedeli-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjoxfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary American,,TriBeCa - Downtown,Marc Forgione,,4.8 stars out of 5,(2791),https://www.opentable.com/r/marc-forgione-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Steakhouse,https://www.opentable.com/r/ruths-chris-steak-house-jersey-city?avt=eyJ2IjoxLCJtIjoxLCJwIjoxfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248,Jersey City,Ruth's Chris Steak House - Jersey City,Promoted,4.5 stars out of 5,(259),https://www.opentable.com/r/ruths-chris-steak-house-jersey-city?avt=eyJ2IjoxLCJtIjoxLCJwIjoxfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Indian,,TriBeCa - Downtown,Tamarind - Tribeca,,4.7 stars out of 5,(3291),https://www.opentable.com/tamarind-tribeca?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,TriBeCa - Downtown,Locanda Verde,,4.6 stars out of 5,(2264),https://www.opentable.com/locanda-verde?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Steakhouse,,TriBeCa - Downtown,Wolfgang's Steakhouse - Tribeca,,4.6 stars out of 5,(1673),https://www.opentable.com/wolfgangs-steakhouse-tribeca?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,American,,TriBeCa - Downtown,Tribeca Grill,,4.5 stars out of 5,(4890),https://www.opentable.com/tribeca-grill?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Contemporary American,,Lower East Side,Dirt Candy,,4.7 stars out of 5,(2827),https://www.opentable.com/dirt-candy?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary American,,TriBeCa - Downtown,Tiny's & the Bar Upstairs,,4.5 stars out of 5,(923),https://www.opentable.com/r/tinys-and-the-bar-upstairs-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Little Italy,Aunt Jake's Little Italy,,4.3 stars out of 5,(772),https://www.opentable.com/r/aunt-jakes-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Japanese,,TriBeCa - Downtown,NINJA NEW YORK,,4.3 stars out of 5,(5909),https://www.opentable.com/ninja-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Laotian,,TriBeCa - Downtown,Khe-Yo,,4.7 stars out of 5,(927),https://www.opentable.com/r/khe-yo-new-york-3?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Mediterranean,,SoHo,NOMO Kitchen,,4.3 stars out of 5,(909),https://www.opentable.com/nomo-kitchen?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Italian,,Williamsburg,Aurora - Williamsburg,,4.7 stars out of 5,(569),https://www.opentable.com/aurora-williamsburg?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary French / American,,TriBeCa - Downtown,Racines NY,,4.8 stars out of 5,(637),https://www.opentable.com/racines-ny?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Mediterranean,,East Rutherford,Elia,,4.8 stars out of 5,(620),https://www.opentable.com/r/elia-east-rutherford?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,TriBeCa - Downtown,Serafina Tribeca,,4.5 stars out of 5,(194),https://www.opentable.com/r/serafina-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Italian,,TriBeCa - Downtown,Tutto Il Giorno -Tribeca,,4.6 stars out of 5,(502),https://www.opentable.com/r/tutto-il-giorno-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,American,,Financial District,Temple Court,,4.6 stars out of 5,(958),https://www.opentable.com/r/temple-court-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,TriBeCa - Downtown,Max - Tribeca,,4.6 stars out of 5,(490),https://www.opentable.com/r/max-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Little Italy,Paesano of Mulberry Street,,4.6 stars out of 5,(715),https://www.opentable.com/paesano-of-mulberry-street?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Italian,,TriBeCa - Downtown,Il Mulino New York - Tribeca,,4.6 stars out of 5,(174),https://www.opentable.com/r/il-mulino-new-york-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Steakhouse,,TriBeCa - Downtown,American Cut Steakhouse,,4.5 stars out of 5,(1016),https://www.opentable.com/r/american-cut-steakhouse-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Chinese,,TriBeCa - Downtown,MR CHOW - TriBeca,,4.4 stars out of 5,(1779),https://www.opentable.com/r/mr-chow-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Steakhouse,,Financial District,Brooklyn Chop House,,4.4 stars out of 5,(595),https://www.opentable.com/r/brooklyn-chop-house-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary American,,TriBeCa - Downtown,Little Park,,4.6 stars out of 5,(1030),https://www.opentable.com/little-park?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Steak,,Englewood,Sofia - Englewood,,4.6 stars out of 5,(625),https://www.opentable.com/r/sofia-englewood?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Spanish,,Little Italy,Tomiño - Taberna Gallega,,4.8 stars out of 5,(246),https://www.opentable.com/r/tomino-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Bronx,Roberto's Restaurant,,4.7 stars out of 5,(721),https://www.opentable.com/robertos-restaurant-bronx?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,TriBeCa - Downtown,Gigino Trattoria,,4.6 stars out of 5,(965),https://www.opentable.com/r/gigino-trattoria-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Japanese,,Williamsburg,Zenkichi,,4.6 stars out of 5,(1437),https://www.opentable.com/r/zenkichi-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Seafood,,Williamsburg,Maison Premiere,,4.7 stars out of 5,(501),https://www.opentable.com/maison-premiere?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Thai,,Williamsburg,SEA - Brooklyn,,4.4 stars out of 5,(896),https://www.opentable.com/sea-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Chinese,,TriBeCa - Downtown,Macao Trading Company,,4.5 stars out of 5,(862),https://www.opentable.com/macao-trading-company?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Bronx,Mario's Restaurant - Arthur Ave.,,4.5 stars out of 5,(693),https://www.opentable.com/marios-restaurant-arthur-ave?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Financial District,Da Claudio Ristorante,,4.6 stars out of 5,(446),https://www.opentable.com/da-claudio-ristorante?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Mediterranean,,TriBeCa - Downtown,Antique Garage Tribeca,,4.6 stars out of 5,(274),https://www.opentable.com/r/antique-garage-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,American,,TriBeCa - Downtown,Holy Ground,,4.5 stars out of 5,(139),https://www.opentable.com/r/holy-ground-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Mexican,,TriBeCa - Downtown,Añejo Tribeca,,4.4 stars out of 5,(520),https://www.opentable.com/r/anejo-tribeca-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,Battery Park,Del Frisco's Grille - Brookfield Place,,4.4 stars out of 5,(378),https://www.opentable.com/r/del-friscos-grille-brookfield-place-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Steakhouse,,TriBeCa - Downtown,The Palm Tribeca,,4.3 stars out of 5,(1820),https://www.opentable.com/r/the-palm-tribeca?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,TriBeCa - Downtown,L'Angolo - Tribeca,,4.5 stars out of 5,(232),https://www.opentable.com/r/langolo-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Williamsburg,La Nonna Ristorante & Bar,,4.5 stars out of 5,(536),https://www.opentable.com/la-nonna-ristorante-and-bar?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,TriBeCa - Downtown,Gran Morsi,,4.5 stars out of 5,(427),https://www.opentable.com/r/gran-morsi-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,TriBeCa - Downtown,Petrarca Cucina e Vino,,4.7 stars out of 5,(277),https://www.opentable.com/petrarca-cucina-e-vino?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Williamsburg,D.O.C. Wine Bar,,4.8 stars out of 5,(114),https://www.opentable.com/r/doc-wine-bar-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $    $,Sushi,,TriBeCa - Downtown,Sushi of Gari - Tribeca,,4.6 stars out of 5,(320),https://www.opentable.com/sushi-of-gari-tribeca?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,American,,TriBeCa - Downtown,Roxy Bar,,4.6 stars out of 5,(240),https://www.opentable.com/r/roxy-bar-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,Lower East Side,The Flower Shop,,4.7 stars out of 5,(23),https://www.opentable.com/r/the-flower-shop-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Seafood,,Battery Park,Seamore's Brookfield Place,,4.5 stars out of 5,(86),https://www.opentable.com/r/seamores-brookfield-place-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,French,,TriBeCa - Downtown,Yves,,4.4 stars out of 5,(89),https://www.opentable.com/r/yves-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Japanese,,TriBeCa - Downtown,Zutto Japanese American Pub,,4.5 stars out of 5,(53),https://www.opentable.com/r/zutto-japanese-american-pub-new-york-2?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Steak,,TriBeCa - Downtown,CUT By Wolfgang Puck at FS Downtown New York,,4.5 stars out of 5,(559),https://www.opentable.com/r/cut-by-wolfgang-puck-at-fs-downtown-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Teaneck,BV Tuscany Italian Restaurant,,4.8 stars out of 5,(1002),https://www.opentable.com/bv-tuscany-italian-restaurant?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,American,,Jersey City,Hudson & Co,,4.3 stars out of 5,(182),https://www.opentable.com/r/hudson-and-co-jersey-city?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Carlstadt,Il Villaggio,,4.8 stars out of 5,(236),https://www.opentable.com/il-villaggio-carlstadt?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Williamsburg,Have & Meyer | Vineria Naturale con cucina,,4.6 stars out of 5,(144),https://www.opentable.com/r/have-and-meyer-vineria-naturale-con-cucina-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Williamsburg,Shelter Pizza,,4.6 stars out of 5,(147),https://www.opentable.com/shelter-pizza?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Seafood,,TriBeCa - Downtown,Thalassa,,4.7 stars out of 5,(1365),https://www.opentable.com/r/thalassa-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Italian,,Williamsburg,Barano,,4.7 stars out of 5,(370),https://www.opentable.com/r/barano-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Mediterranean,,TriBeCa - Downtown,SAVIDA,,4.4 stars out of 5,(75),https://www.opentable.com/r/savida-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,American,,Williamsburg,Loosie's Kitchen,,4.6 stars out of 5,(184),https://www.opentable.com/r/loosies-kitchen-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Little Italy,Sapori D’Italia,,4.5 stars out of 5,(171),https://www.opentable.com/r/sapori-ditalia-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Cuban,,Jersey City,Rumba Cubana - Jersey City,,4.8 stars out of 5,(106),https://www.opentable.com/r/rumba-cubana-jersey-city?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Georgian,,Williamsburg,Cheeseboat,,4.5 stars out of 5,(218),https://www.opentable.com/r/cheeseboat-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,Lower East Side,The Metrograph Commissary,,4.6 stars out of 5,(90),https://www.opentable.com/r/the-metrograph-commissary-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $    $,Contemporary American,,Jersey City,Lokal Eatery & Bar,,4.2 stars out of 5,(34),https://www.opentable.com/r/lokal-jersey-city?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Williamsburg,Fiore,,4.6 stars out of 5,(154),https://www.opentable.com/r/fiore-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Mexican,,Williamsburg,Zona Rosa,,4.6 stars out of 5,(269),https://www.opentable.com/zona-rosa-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,American,,Williamsburg,The Meatball Shop - Williamsburg,,4.6 stars out of 5,(17),https://www.opentable.com/r/the-meatball-shop-williamsburg-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
$    $,Italian,,Williamsburg,Baci Abbracci,,4.6 stars out of 5,(426),https://www.opentable.com/r/baci-abbracci-brooklyn?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=6ec4a796-2495-4154-9d0d-a042bc128248#reviews
